WKT,nama,deskripsi
"POLYGON ((106.7818722 -6.353074, 106.7571529 -6.3738876, 106.756123 -6.391971, 106.7393002 -6.4141477, 106.7465099 -6.4424644, 106.7911419 -6.4489463, 106.8694195 -6.4421232, 106.8996319 -6.4254063, 106.9078716 -6.3865119, 106.8591198 -6.3807116, 106.8405804 -6.3790056, 106.8484768 -6.3646751, 106.8357738 -6.348297, 106.7818722 -6.353074))",Kota Administrasi Depok,
