WKT,nama,deskripsi
"POLYGON ((110.0146994 -7.8891154, 110.201467 -7.9979245, 110.3223166 -8.0088038, 110.3580222 -8.0604766, 110.7123313 -8.2045815, 110.8331809 -8.2045815, 110.7919821 -8.133895, 110.7755026 -7.9408033, 110.7782492 -7.8183741, 110.5667624 -7.7938839, 110.4980979 -7.7530638, 110.4486594 -7.5380129, 110.267385 -7.7067962, 110.2618918 -7.6414686, 110.1465354 -7.6387464, 110.0146994 -7.8891154))",DI Yogyakarta,
