WKT,nama,deskripsi
"POLYGON ((106.6901289 -6.1070645, 106.6839491 -6.1480278, 106.6866957 -6.1746523, 106.7217146 -6.1930838, 106.7182814 -6.2183409, 106.7416274 -6.2258495, 106.7471205 -6.2476921, 106.7526137 -6.2674861, 106.753987 -6.2838669, 106.7800795 -6.3152619, 106.8089186 -6.3173093, 106.9366347 -6.3207217, 106.9407546 -6.2708988, 106.947621 -6.2190235, 106.9730269 -6.1657776, 106.9675337 -6.0934093, 106.8775832 -6.0961404, 106.8453108 -6.1179883, 106.7862593 -6.1186711, 106.721028 -6.1077472, 106.6901289 -6.1070645))",DKI Jakarta,
