Taman Rangkep Jaya, -6.4027677, 106.7943973
Taman Lembah Gurame, -6.4028073, 106.7555636
Taman Nusantara, -6.4028073, 106.7555636
Taman Bahagia Warga Mampang Indah 2, -6.4027677, 106.6502017
Taman Kelurahan Mampang, -6.4027677, 106.6502017
Taman Percik, -6.4027677, 106.6502017
Taman Pipit, -6.3909162, 106.6616661
Taman Greeen Area, -6.3909162, 106.6616661
