WKT,nama,deskripsi
"POLYGON ((106.8162304 -6.3050276, 106.8159729 -6.3055395, 106.8166596 -6.3066912, 106.8167025 -6.3076296, 106.8158442 -6.3081841, 106.8156296 -6.3099756, 106.8161875 -6.3106155, 106.8167883 -6.3107434, 106.8174321 -6.3116392, 106.8177325 -6.3146677, 106.8164021 -6.3149236, 106.8163163 -6.3160327, 106.8181187 -6.316118, 106.8190628 -6.317227, 106.8220669 -6.3174403, 106.8234402 -6.3176962, 106.8247277 -6.3177815, 106.8258435 -6.3113406, 106.8267447 -6.3112553, 106.8270451 -6.3087813, 106.8246848 -6.3086533, 106.8246418 -6.3064779, 106.8227536 -6.3065632, 106.8206936 -6.3065205, 106.820522 -6.3057954, 106.8162304 -6.3050276))",Kebun Binatang Ragunan,
