WKT,nama,deskripsi
"POLYGON ((106.8506859 -6.233424, 106.8506001 -6.2342773, 106.8512438 -6.2349172, 106.8525742 -6.2355571, 106.8525312 -6.236453, 106.8520163 -6.2382021, 106.8517159 -6.2396953, 106.8523596 -6.2421696, 106.8532608 -6.2421696, 106.8540333 -6.241999, 106.8530033 -6.2407191, 106.8532608 -6.2387994, 106.8538187 -6.2369223, 106.8532608 -6.2346612, 106.8529175 -6.2347466, 106.8527458 -6.233424, 106.8506859 -6.233424))",Tebet Eco Park,
