WKT,nama,deskripsi
"POLYGON ((106.7982077 -6.2146811, 106.7982935 -6.220526, 106.8031858 -6.2227444, 106.8047737 -6.2247069, 106.8088507 -6.2219765, 106.8082499 -6.2210379, 106.8083786 -6.215833, 106.8067907 -6.215833, 106.8060612 -6.2154064, 106.8061899 -6.2128466, 106.7982077 -6.2146811))",Gelora Bung Karno Stadium,
