WKT,nama,deskripsi
"POLYGON ((106.8231109 -6.1717042, 106.823068 -6.1798961, 106.8238834 -6.1804508, 106.8307927 -6.1801094, 106.8310073 -6.1795121, 106.8303207 -6.1788295, 106.830664 -6.1783601, 106.8298915 -6.1775495, 106.8299344 -6.1734108, 106.8290761 -6.1728989, 106.8292907 -6.1718749, 106.8287757 -6.1714055, 106.8235829 -6.1714055, 106.8231109 -6.1717042))",Taman Monas,
