WKT,nama,deskripsi
"POLYGON ((106.8829308 -6.2979444, 106.8843899 -6.30221, 106.8887673 -6.3050253, 106.8940888 -6.3059637, 106.9057618 -6.3086084, 106.9061051 -6.3042575, 106.9066201 -6.2982004, 106.8829308 -6.2979444))",Taman Mini Indonesia Indah,
